"arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat"
"279763519","2023-12-31T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","Q","111","0","25-44","M","WHITE HISPANIC","1049796","216680","40.761171","-73.763391","POINT (-73.763391 40.761171)"
"279745563","2023-12-31T00:00:00.000","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","351","CRIMINAL MISCHIEF & RELATED OF","PL 1450001","M","B","47","0","25-44","M","BLACK","1026486","262591","40.887325","-73.847247","POINT (-73.847247 40.887325)"
"279761325","2023-12-31T00:00:00.000","203","TRESPASS 3, CRIMINAL","352","CRIMINAL TRESPASS","PL 140100A","M","M","14","0","25-44","M","WHITE","986588","212415","40.749706314073414","-73.99156182379807","POINT (-73.99156182379807 40.749706314073414)"
"279761331","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","14","0","25-44","M","WHITE HISPANIC","988650","214286","40.75484094960602","-73.98411854690194","POINT (-73.98411854690194 40.75484094960602)"
"279762519","2023-12-31T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 160102A","F","M","34","0","18-24","M","BLACK HISPANIC","1002161","249364","40.851104","-73.935254","POINT (-73.935254 40.851104)"
"279762520","2023-12-31T00:00:00.000","269","MISCHIEF,CRIMINAL,    UNCL 2ND","121","CRIMINAL MISCHIEF & RELATED OF","PL 145004A","M","M","14","17","25-44","M","BLACK","990513","213251","40.752001","-73.977392","POINT (-73.977392 40.752001)"
"279739175","2023-12-31T00:00:00.000","782","WEAPONS, POSSESSION, ETC","236","DANGEROUS WEAPONS","PL 2650101","M","M","6","3","25-44","M","BLACK","982319","206311","40.732953","-74.006965","POINT (-74.006965 40.732953)"
"279755728","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","62","0","25-44","M","BLACK","984718","161911","40.61108462537673","-73.99831442850846","POINT (-73.99831442850846 40.61108462537673)"
"279763505","2023-12-31T00:00:00.000","792","CRIMINAL POSSESSION WEAPON","118","DANGEROUS WEAPONS","PL 265031B","F","B","52","0","18-24","M","BLACK","1017226","251575","40.85712847043078","-73.88079263989022","POINT (-73.88079263989022 40.85712847043078)"
"279734463","2023-12-31T00:00:00.000","114","OBSTR BREATH/CIRCUL","344","ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","B","41","0","25-44","M","WHITE HISPANIC","1013620","238196","40.82042","-73.893884","POINT (-73.893884 40.82042)"
"279758841","2023-12-31T00:00:00.000","744","BAIL JUMPING 3","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2155500","M","Q","102","0","25-44","M","BLACK","1032501","198800","40.712206","-73.825952","POINT (-73.825952 40.712206)"
"279741102","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","115","0","25-44","F","WHITE HISPANIC","1018696","216005","40.759494","-73.875659","POINT (-73.875659 40.759494)"
"279767307","2023-12-31T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553501","F","K","69","0","<18","M","BLACK","1008732","171170","40.63646482137864","-73.91179089095228","POINT (-73.91179089095228 40.63646482137864)"
"279762515","2023-12-31T00:00:00.000","419","LARCENY,GRAND FROM PERSON,UNCL","109","GRAND LARCENY","PL 1553005","F","M","14","0","18-24","M","WHITE HISPANIC","987215","215403","40.75790742756201","-73.98929757361398","POINT (-73.98929757361398 40.75790742756201)"
"279750846","2023-12-31T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 160102A","F","B","48","0","25-44","M","BLACK","1015388","248252","40.848017","-73.887451","POINT (-73.887451 40.848017)"
"279763794","2023-12-31T00:00:00.000","681","CHILD, ENDANGERING WELFARE","233","SEX CRIMES","PL 2601001","M","B","46","0","25-44","F","BLACK HISPANIC","1011755","250279","40.8535983673823","-73.9005768807295","POINT (-73.9005768807295 40.8535983673823)"
"279738716","2023-12-31T00:00:00.000","792","CRIMINAL POSSESSION WEAPON","118","DANGEROUS WEAPONS","PL 265031B","F","B","46","0","18-24","M","BLACK HISPANIC","1012004","251037","40.855669782792276","-73.89967223999186","POINT (-73.89967223999186 40.855669782792276)"
"279763504","2023-12-31T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","B","41","0","25-44","M","BLACK HISPANIC","1015482","237651","40.81892","-73.887162","POINT (-73.887162 40.81892)"
"279738726","2023-12-31T00:00:00.000","106","ASSAULT POLICE/PEACE OFFICER","106","FELONY ASSAULT","PL 1200800","F","M","14","17","25-44","F","WHITE HISPANIC","986526","212304","40.749404","-73.991784","POINT (-73.991784 40.749404)"
"279744147","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","75","0","18-24","M","BLACK","1018107","179088","40.658168","-73.877971","POINT (-73.877971 40.658168)"
"279762506","2023-12-31T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","B","52","0","25-44","M","BLACK HISPANIC","1017273","255924","40.869067","-73.8806","POINT (-73.8806 40.869067)"
"279763269","2023-12-31T00:00:00.000","792","CRIMINAL POSSESSION WEAPON","118","DANGEROUS WEAPONS","PL 265031B","F","B","52","0","<18","M","BLACK","1017226","251575","40.85712847043078","-73.88079263989022","POINT (-73.88079263989022 40.85712847043078)"
"279763503","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","48","0","18-24","M","WHITE HISPANIC","1018422","245319","40.839953","-73.8765","POINT (-73.8765 40.839953)"
"279762525","2023-12-31T00:00:00.000","117","RECKLESS ENDANGERMENT 1","126","MISCELLANEOUS PENAL LAW","PL 1202500","F","Q","113","0","45-64","M","BLACK","1050037","187216","40.6802969310597","-73.76281215020055","POINT (-73.76281215020055 40.6802969310597)"
"279761332","2023-12-31T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","Q","103","0","45-64","M","BLACK","1039726","195270","40.70247387178277","-73.79992086969553","POINT (-73.79992086969553 40.70247387178277)"
"279755729","2023-12-31T00:00:00.000","115","RECKLESS ENDANGERMENT 2","355","OFFENSES AGAINST THE PERSON","PL 1202000","M","K","60","0","25-44","M","WHITE","995239","153641","40.588379","-73.960433","POINT (-73.960433 40.588379)"
"279743072","2023-12-31T00:00:00.000","750","RESISTING ARREST","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2053000","M","M","7","2","25-44","M","WHITE HISPANIC","987063","198657","40.711945","-73.989853","POINT (-73.989853 40.711945)"
"279763267","2023-12-31T00:00:00.000","652","RIOT 2/INCITING","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2400800","M","B","40","2","25-44","M","WHITE HISPANIC","1005529","233942","40.808769","-73.92313","POINT (-73.92313 40.808769)"
"279740755","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","47","0","18-24","F","BLACK","1021116","257440","40.873212","-73.866697","POINT (-73.866697 40.873212)"
"279733437","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","43","0","25-44","F","WHITE","1020125","239601","40.824252","-73.870375","POINT (-73.870375 40.824252)"
"279743070","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","75","0","65+","M","BLACK HISPANIC","1016685","185491","40.67575","-73.883067","POINT (-73.883067 40.67575)"
"279757494","2023-12-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","Q","110","0","25-44","F","WHITE HISPANIC","1018896","207065","40.734955","-73.874983","POINT (-73.874983 40.734955)"
"279763791","2023-12-31T00:00:00.000","441","LARCENY,GRAND OF AUTO","110","GRAND LARCENY OF MOTOR VEHICLE","PL 1553008","F","B","47","0","25-44","M","WHITE HISPANIC","1027309","262485","40.88703","-73.844269","POINT (-73.844269 40.88703)"
"279748158","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","42","0","45-64","M","BLACK HISPANIC","1008015","239859","40.825003","-73.914132","POINT (-73.914132 40.825003)"
"279745564","2023-12-31T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 160102A","F","B","49","0","25-44","M","BLACK","1027430","251104","40.855793","-73.843908","POINT (-73.843908 40.855793)"
"279763796","2023-12-31T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 160102B","F","B","42","0","45-64","M","BLACK","1016378","243528","40.835047","-73.883895","POINT (-73.883895 40.835047)"
"279733684","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","42","0","25-44","M","BLACK","1011178","243438","40.834816","-73.902689","POINT (-73.902689 40.834816)"
"279752535","2023-12-31T00:00:00.000","114","OBSTR BREATH/CIRCUL","344","ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q","113","0","45-64","M","BLACK HISPANIC","1040560","190335","40.688924","-73.796954","POINT (-73.796954 40.688924)"
"279755740","2023-12-31T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q","105","0","18-24","M","BLACK","1054330","196752","40.70643798899436","-73.74723508306398","POINT (-73.74723508306398 40.70643798899436)"
"279739177","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","109","1","25-44","M","WHITE HISPANIC","1031307","216054","40.759569525960025","-73.83013930521312","POINT (-73.83013930521312 40.759569525960025)"
"279760039","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","70","0","45-64","F","BLACK","994144","176854","40.652096","-73.964341","POINT (-73.964341 40.652096)"
"279763797","2023-12-31T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1600500","F","K","75","0","25-44","M","BLACK","1013801","183496","40.670282","-73.893472","POINT (-73.893472 40.670282)"
"279764506","2023-12-31T00:00:00.000","792","CRIMINAL POSSESSION WEAPON","118","DANGEROUS WEAPONS","PL 265031B","F","B","48","0","25-44","M","BLACK","1012453","247889","40.84702803921031","-73.89806239679594","POINT (-73.89806239679594 40.84702803921031)"
"279763270","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","68","0","<18","M","WHITE HISPANIC","978099","169041","40.630656","-74.02216","POINT (-74.02216 40.630656)"
"279738729","2023-12-31T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","Q","106","0","25-44","M","ASIAN / PACIFIC ISLANDER","1029237","186959","40.679721674161435","-73.83780578512477","POINT (-73.83780578512477 40.679721674161435)"
"279758837","2023-12-31T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","M","32","0","25-44","M","BLACK","1000301","234255","40.809638","-73.942015","POINT (-73.942015 40.809638)"
"279738727","2023-12-31T00:00:00.000","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","109","GRAND LARCENY","PL 1553004","F","M","32","0","18-24","M","BLACK","1001244","237937","40.819742","-73.9386","POINT (-73.9386 40.819742)"
"279739171","2023-12-31T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","K","77","0","25-44","F","BLACK","998920","185687","40.676333","-73.94711","POINT (-73.94711 40.676333)"
"279738731","2023-12-31T00:00:00.000","681","CHILD, ENDANGERING WELFARE","233","SEX CRIMES","PL 2601001","M","Q","102","0","18-24","M","ASIAN / PACIFIC ISLANDER","1030953","194101","40.69932415739","-73.831570887672","POINT (-73.831570887672 40.69932415739)"
"279763511","2023-12-31T00:00:00.000","105","STRANGULATION 1ST","106","FELONY ASSAULT","PL 1211200","F","M","26","0","18-24","M","BLACK","997529","235329","40.812592","-73.952026","POINT (-73.952026 40.812592)"
"279763277","2023-12-31T00:00:00.000","511","CONTROLLED SUBSTANCE, POSSESSI","235","DANGEROUS DRUGS","PL 2200300","M","Q","115","0","25-44","M","WHITE HISPANIC","1018032","214171","40.754464","-73.878064","POINT (-73.878064 40.754464)"
"279764514","2023-12-31T00:00:00.000","117","RECKLESS ENDANGERMENT 1","126","MISCELLANEOUS PENAL LAW","PL 1202500","F","M","30","0","45-64","M","BLACK","999642","241546","40.82964997490443","-73.94438132319132","POINT (-73.94438132319132 40.82964997490443)"
"279763276","2023-12-31T00:00:00.000","268","CRIMINAL MIS 2 & 3","121","CRIMINAL MISCHIEF & RELATED OF","PL 1451000","F","M","24","0","25-44","M","BLACK","990035","226881","40.789411","-73.979107","POINT (-73.979107 40.789411)"
"279754137","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","7","0","45-64","M","BLACK HISPANIC","987063","198657","40.711945","-73.989853","POINT (-73.989853 40.711945)"
"279752527","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","45","0","25-44","M","WHITE HISPANIC","1042946","249123","40.850266","-73.787836","POINT (-73.787836 40.850266)"
"279740764","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","112","0","25-44","M","BLACK","1025427","207625","40.736463","-73.851415","POINT (-73.851415 40.736463)"
"279754130","2023-12-31T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402501","F","K","61","0","45-64","M","WHITE","995118","155708","40.594054","-73.960866","POINT (-73.960866 40.594054)"
"279739236","2023-12-31T00:00:00.000","113","MENACING,UNCLASSIFIED","344","ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","Q","102","0","25-44","M","BLACK","1032386","190648","40.689832","-73.826424","POINT (-73.826424 40.689832)"
"279763510","2023-12-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","14","0","25-44","M","BLACK","985802","213780","40.753455","-73.994398","POINT (-73.994398 40.753455)"
"279745568","2023-12-31T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","K","60","0","25-44","F","BLACK","989992","155381","40.59316","-73.979324","POINT (-73.979324 40.59316)"
"279744150","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","110","0","18-24","F","WHITE HISPANIC","1020894","210491","40.744351","-73.867756","POINT (-73.867756 40.744351)"
"279740754","2023-12-31T00:00:00.000","748","CONTEMPT,CRIMINAL","359","OFFENSES AGAINST PUBLIC ADMINI","PL 2155001","M","B","43","0","45-64","M","BLACK","1017449","238133","40.820235","-73.880053","POINT (-73.880053 40.820235)"
"279739167","2023-12-31T00:00:00.000","203","TRESPASS 3, CRIMINAL","352","CRIMINAL TRESPASS","PL 140100A","M","B","43","0","25-44","M","BLACK HISPANIC","1018455","241320","40.82897684811166","-73.87640215062103","POINT (-73.87640215062103 40.82897684811166)"
"279740752","2023-12-31T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B","49","0","25-44","M","BLACK","1026171","247725","40.846525","-73.848479","POINT (-73.848479 40.846525)"
"279745576","2023-12-31T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","Q","114","0","25-44","M","WHITE HISPANIC","1007694","219656","40.769552","-73.915361","POINT (-73.915361 40.769552)"
"279755736","2023-12-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","6","0","18-24","F","WHITE HISPANIC","986679","207066","40.735027","-73.991235","POINT (-73.991235 40.735027)"
"279748169","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q","110","0","18-24","F","WHITE HISPANIC","1020826","210825","40.745267","-73.867998","POINT (-73.867998 40.745267)"
"279755739","2023-12-31T00:00:00.000","268","CRIMINAL MIS 2 & 3","121","CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","M","17","0","25-44","F","WHITE","992253","214996","40.756789","-73.97111","POINT (-73.97111 40.756789)"
"279758830","2023-12-31T00:00:00.000","462","UNAUTHORIZED USE VEHICLE 3","353","UNAUTHORIZED USE OF A VEHICLE","PL 1650501","M","B","52","0","18-24","M","BLACK","1017273","255924","40.869067","-73.8806","POINT (-73.8806 40.869067)"
"279745574","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","5","2","25-44","M","BLACK","985320","197762","40.709489","-73.996139","POINT (-73.996139 40.709489)"
"279749399","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","43","0","45-64","M","BLACK","1016702","241293","40.82891","-73.882734","POINT (-73.882734 40.82891)"
"279746970","2023-12-31T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","B","40","0","25-44","M","BLACK","1009783","234905","40.81139881915688","-73.90776231742056","POINT (-73.90776231742056 40.81139881915688)"
"279763805","2023-12-31T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","Q","110","0","25-44","M","WHITE HISPANIC","1021378","211453","40.746989","-73.866004","POINT (-73.866004 40.746989)"
"279763512","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M","10","0","25-44","F","BLACK","983422","209491","40.741682","-74.002985","POINT (-74.002985 40.741682)"
"279757490","2023-12-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","K","62","0","25-44","M","WHITE","983955","156039","40.59497","-74.001062","POINT (-74.001062 40.59497)"
"279749407","2023-12-31T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 160102A","F","M","32","0","25-44","M","BLACK","999575","236782","40.816576","-73.944633","POINT (-73.944633 40.816576)"
"279762513","2023-12-31T00:00:00.000","464","JOSTLING","230","JOSTLING","PL 1652501","M","M","18","0","18-24","M","BLACK HISPANIC","988099","217000","40.76229044248997","-73.98610578413911","POINT (-73.98610578413911 40.76229044248997)"
"279749405","2023-12-31T00:00:00.000","779","PUBLIC ADMINISTRATION,UNCLASSI","126","MISCELLANEOUS PENAL LAW","PL 215510B","F","K","73","0","45-64","M","ASIAN / PACIFIC ISLANDER","1008227","183789","40.671104","-73.913562","POINT (-73.913562 40.671104)"
"279739170","2023-12-31T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601001","F","B","48","0","18-24","M","BLACK","1015722","246426","40.843004","-73.886251","POINT (-73.886251 40.843004)"
"279755733","2023-12-31T00:00:00.000","205","TRESPASS 2, CRIMINAL","352","CRIMINAL TRESPASS","PL 1401501","M","M","14","0","25-44","M","WHITE","986050","214231","40.754692","-73.9935","POINT (-73.9935 40.754692)"
"279758829","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B","43","2","25-44","M","BLACK","1025752","238394","40.820917","-73.85005","POINT (-73.85005 40.820917)"
"279755743","2023-12-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","S","120","0","45-64","M","WHITE HISPANIC","963180","173627","40.64322","-74.075921","POINT (-74.075921 40.64322)"
"279763271","2023-12-31T00:00:00.000","799","PUBLIC SAFETY,UNCLASSIFIED MIS","363","OFFENSES AGAINST PUBLIC SAFETY","PL 2702500","M","K","70","0","<18","M","BLACK","996149","172510","40.64016867604997","-73.95712530377672","POINT (-73.95712530377672 40.64016867604997)"
"279755735","2023-12-31T00:00:00.000","639","AGGRAVATED HARASSMENT 2","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2403005","M","M","14","0","25-44","M","WHITE","986050","214231","40.754692","-73.9935","POINT (-73.9935 40.754692)"
"279764508","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","63","2","25-44","F","BLACK","1006751","170702","40.635188","-73.918929","POINT (-73.918929 40.635188)"
"279761316","2023-12-31T00:00:00.000","117","RECKLESS ENDANGERMENT 1","126","MISCELLANEOUS PENAL LAW","PL 1202500","F","B","47","0","18-24","M","BLACK HISPANIC","1021521","256467","40.870541","-73.865237","POINT (-73.865237 40.870541)"
"279763274","2023-12-31T00:00:00.000","198","CRIMINAL CONTEMPT 1","126","MISCELLANEOUS PENAL LAW","PL 21551B4","F","K","73","0","45-64","M","WHITE HISPANIC","1008177","185606","40.676091","-73.913736","POINT (-73.913736 40.676091)"
"279733689","2023-12-31T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B","52","0","18-24","M","WHITE HISPANIC","1017852","260301","40.88107629412471","-73.87848591158739","POINT (-73.87848591158739 40.88107629412471)"
"279761337","2023-12-31T00:00:00.000","199","AGGRAVATED CRIMINAL CONTEMPT","126","MISCELLANEOUS PENAL LAW","PL 2155203","F","Q","104","0","25-44","M","WHITE HISPANIC","1011196","203670","40.725664","-73.902782","POINT (-73.902782 40.725664)"
"279749406","2023-12-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","M","14","0","25-44","M","WHITE HISPANIC","987220","212676","40.750423","-73.98928","POINT (-73.98928 40.750423)"
"279763795","2023-12-31T00:00:00.000","705","FORGERY,ETC.-MISD.","358","OFFENSES INVOLVING FRAUD","PL 1700500","M","B","45","0","45-64","M","WHITE HISPANIC","1031736","250283","40.853519","-73.828348","POINT (-73.828348 40.853519)"
"279763272","2023-12-31T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","K","70","0","45-64","F","BLACK","995757","171372","40.637047","-73.958537","POINT (-73.958537 40.637047)"
"279733441","2023-12-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","K","83","0","25-44","M","BLACK","1007127","193705","40.698323","-73.917495","POINT (-73.917495 40.698323)"
"279743069","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K","69","0","25-44","M","BLACK","1015857","171572","40.637548","-73.886116","POINT (-73.886116 40.637548)"
"279733709","2023-12-31T00:00:00.000","101","ASSAULT 3","344","ASSAULT 3 & RELATED OFFENSES","PL 1200003","M","Q","110","0","25-44","M","WHITE HISPANIC","1023731","209086","40.740483","-73.857525","POINT (-73.857525 40.740483)"
"279739165","2023-12-31T00:00:00.000","114","OBSTR BREATH/CIRCUL","344","ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","B","46","0","25-44","M","WHITE HISPANIC","1008787","247061","40.844768","-73.911316","POINT (-73.911316 40.844768)"
"279755742","2023-12-31T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200501","F","Q","105","0","18-24","M","BLACK","1054440","187492","40.681023","-73.746933","POINT (-73.746933 40.681023)"
"279763265","2023-12-31T00:00:00.000","652","RIOT 2/INCITING","361","OFF. AGNST PUB ORD SENSBLTY &","PL 2400800","M","B","40","2","18-24","M","BLACK","1005529","233942","40.808769","-73.92313","POINT (-73.92313 40.808769)"
"279749412","2023-12-31T00:00:00.000","339","LARCENY,PETIT FROM OPEN AREAS,","341","PETIT LARCENY","PL 1552500","M","S","123","0","25-44","F","WHITE HISPANIC","921084","131681","40.527884","-74.227217","POINT (-74.227217 40.527884)"
"279757488","2023-12-31T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200502","F","K","68","0","25-44","M","AMERICAN INDIAN/ALASKAN NATIVE","977714","169136","40.630914","-74.023544","POINT (-74.023544 40.630914)"
"279711086","2023-12-30T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B","49","0","25-44","M","ASIAN / PACIFIC ISLANDER","1026692","251697","40.857424","-73.846572","POINT (-73.846572 40.857424)"
"279712941","2023-12-30T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601504","F","Q","114","0","25-44","M","BLACK","1009215","219724","40.769734","-73.909869","POINT (-73.909869 40.769734)"
"279704320","2023-12-30T00:00:00.000","792","CRIMINAL POSSESSION WEAPON","118","DANGEROUS WEAPONS","PL 265031B","F","K","61","0","25-44","M","BLACK","1002257","156234","40.595485","-73.935159","POINT (-73.935159 40.595485)"
"279733231","2023-12-30T00:00:00.000","223","BURGLARY,RESIDENCE,NIGHT","107","BURGLARY","PL 1402502","F","B","43","0","25-44","F","BLACK","1021295","242026","40.830903","-73.866134","POINT (-73.866134 40.830903)"
"279731347","2023-12-30T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q","104","0","45-64","M","BLACK","1014666","190585","40.689736268243514","-73.8903230120448","POINT (-73.8903230120448 40.689736268243514)"
"279733248","2023-12-30T00:00:00.000","109","ASSAULT 2,1,UNCLASSIFIED","106","FELONY ASSAULT","PL 1200512","F","M","14","0","25-44","M","WHITE HISPANIC","987472","214939","40.756635","-73.98837","POINT (-73.98837 40.756635)"
"279712935","2023-12-30T00:00:00.000","106","ASSAULT POLICE/PEACE OFFICER","106","FELONY ASSAULT","PL 1200800","F","B","41","0","25-44","M","BLACK","1013478","239277","40.823389","-73.894392","POINT (-73.894392 40.823389)"
"279733242","2023-12-30T00:00:00.000","106","ASSAULT POLICE/PEACE OFFICER","106","FELONY ASSAULT","PL 1200800","F","K","69","0","<18","F","BLACK","1006730","170960","40.63589372353322","-73.91900483013085","POINT (-73.91900483013085 40.63589372353322)"
"279724841","2023-12-30T00:00:00.000","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","348","VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q","103","0","25-44","M","BLACK HISPANIC","1037507","195007","40.701765633436125","-73.80792594429812","POINT (-73.80792594429812 40.701765633436125)"
"279727129","2023-12-30T00:00:00.000","397","ROBBERY,OPEN AREA UNCLASSIFIED","105","ROBBERY","PL 1601503","F","B","42","0","25-44","F","WHITE HISPANIC","1015391","244558","40.837878","-73.887459","POINT (-73.887459 40.837878)"
"279720989","2023-12-30T00:00:00.000","244","BURGLARY,UNCLASSIFIED,UNKNOWN","107","BURGLARY","PL 1402000","F","K","78","0","<18","M","BLACK","990544","184110","40.672017","-73.977307","POINT (-73.977307 40.672017)"
